Order_Ids,Order_Title,Order_Source,Order_Status,price,Date,Order_Type
OD123073126033507000,Apparel4Foot Flip flops for girls women ...,https://www.flipkart.com/order_details?order_id=OD123073126033507000&item_id=12307312603350700&unit_id=12307312603350700000,Refunded,293,,Shopping
OD123063615333827000,Flipkart SmartBuy Back Cover for Mi Poco...,https://www.flipkart.com/order_details?order_id=OD123063615333827000&item_id=12306361533382700&unit_id=12306361533382700000,Refunded,129,,Shopping
OD123062829896688000,"Mahageeta Women Printed, Self Design A-l...",https://www.flipkart.com/order_details?order_id=OD123062829896688000&item_id=12306282989668800&unit_id=12306282989668800000,Delivered,296,"Oct 13, 2021",Shopping
OD123060036525603000,Mivi Rock Roll E5 With HD Sound Wired He...,https://www.flipkart.com/order_details?order_id=OD123060036525603000&item_id=12306003652560300&unit_id=12306003652560300000,Refunded,248,,Shopping
OD123038776255976000,HIGHLANDER Men Printed Casual Multicolor...,https://www.flipkart.com/order_details?order_id=OD123038776255976000&item_id=12303877625597600&unit_id=12303877625597600000,Delivered,367,"Oct 10, 2021",Shopping
OD123036006083725000,Afpin Multi-Purpose Heavy Metal Number L...,https://www.flipkart.com/order_details?order_id=OD123036006083725000&item_id=12303600608372500&unit_id=12303600608372500000,Refunded,157,,Shopping
OD123035995912937000,Afpin Multi-Purpose Heavy Metal Number L...,https://www.flipkart.com/order_details?order_id=OD123035995912937000&item_id=12303599591293700&unit_id=12303599591293700000,Cancelled,157,,Shopping
OD123031019676156000,MR Mobile Hub Xiaomi Poco M2 Pro Mobile ...,https://www.flipkart.com/order_details?order_id=OD123031019676156000&item_id=12303101967615600&unit_id=12303101967615600000,Refunded,299,,Shopping
OD123031009386451000,wrap craft POCO M2 PRO Mobile Skin,https://www.flipkart.com/order_details?order_id=OD123031009386451000&item_id=12303100938645100&unit_id=12303100938645100000,Refunded,269,,Shopping
OD123030998289025000,SAMSUNG EVO Plus 32 GB SD Card Class 10 ...,https://www.flipkart.com/order_details?order_id=OD123030998289025000&item_id=12303099828902500&unit_id=12303099828902500000,Refunded,359,,Shopping
OD123028701546652000,tattooz Slides,https://www.flipkart.com/order_details?order_id=OD123028701546652000&item_id=12302870154665200&unit_id=12302870154665200000,Refunded,293,,Shopping
OD123028669533850000,Anayatech happy birthday combo-1 happy b...,https://www.flipkart.com/order_details?order_id=OD123028669533850000&item_id=12302866953385000&unit_id=12302866953385000000,Delivered,299,"Oct 11, 2021",Shopping
OD122783869427250000,xenilla Embroidered Rajshahi Vichitra Sa...,https://www.flipkart.com/order_details?order_id=OD122783869427250000&item_id=12278386942725000&unit_id=12278386942725000000,Delivered,749,"Sep 09, 2021",Shopping
OD122769075250113000,xenilla Embroidered Rajshahi Vichitra Sa...,https://www.flipkart.com/order_details?order_id=OD122769075250113000&item_id=12276907525011300&unit_id=12276907525011300000,Cancelled,749,,Shopping
OD122760227270661000,xenilla Embroidered Rajshahi Vichitra Sa...,https://www.flipkart.com/order_details?order_id=OD122760227270661000&item_id=12276022727066100&unit_id=12276022727066100000,Cancelled,749,,Shopping
OD122733977728858000,boAt Rockerz 235v2 with ASAP charging Ve...,https://www.flipkart.com/order_details?order_id=OD122733977728858000&item_id=12273397772885800&unit_id=12273397772885800000,Delivered,999,"Sep 02, 2021",Shopping
OD122733816295212000,boAt Rockerz 235v2 with ASAP charging Ve...,https://www.flipkart.com/order_details?order_id=OD122733816295212000&item_id=12273381629521200&unit_id=12273381629521200000,Refunded,999,,Shopping
OD122732840107174000,Boult Audio ProBass Curve Neckband Bluet...,https://www.flipkart.com/order_details?order_id=OD122732840107174000&item_id=12273284010717400&unit_id=12273284010717400000,Refunded,999,,Shopping
OD122731736634389000,Boult Audio ProBass Curve Neckband Bluet...,https://www.flipkart.com/order_details?order_id=OD122731736634389000&item_id=12273173663438900&unit_id=12273173663438900000,Refunded,999,,Shopping
OD122562744229154000,urban platter Italian Style Pizza Pasta ...,https://www.flipkart.com/order_details?order_id=OD122562744229154000&item_id=12256274422915400&unit_id=12256274422915400000,Refunded,195,,Shopping
OD122536374401938000,Tee town Color Block Men Blue Track Pant...,https://www.flipkart.com/order_details?order_id=OD122536374401938000&item_id=12253637440193800&unit_id=12253637440193800000,Cancelled,295,,Shopping
OD122519229070774000,MUUCHSTAC Ocean  Face Wash,https://www.flipkart.com/order_details?order_id=OD122519229070774000&item_id=12251922907077400&unit_id=12251922907077400000,Refunded,180,,Shopping
OD122509703305012000,BRIGHTRON poco m2 pro Ultra Thin Slim Fi...,https://www.flipkart.com/order_details?order_id=OD122509703305012000&item_id=12250970330501200&unit_id=12250970330501200000,Refunded,109,,Shopping
OD122500759977839000,TEREZA Embroidered Bollywood Art Silk Sa...,https://www.flipkart.com/order_details?order_id=OD122500759977839000&item_id=12250075997783900&unit_id=12250075997783900000,Delivered,534,"Aug 10, 2021",Shopping
OD122464808251982000,FREE FIRE Finger Sleeve For Pubg and all...,https://www.flipkart.com/order_details?order_id=OD122464808251982000&item_id=12246480825198200&unit_id=12246480825198200000,Delivered,123,"Aug 04, 2021",Shopping
OD122284304078079000,Nua Sanitary Napkins - (XL+L+R) Sanitary...,https://www.flipkart.com/order_details?order_id=OD122284304078079000&item_id=12228430407807900&unit_id=12228430407807900000,Delivered,218,"Jul 18, 2021",Shopping
OD122225117319480000,L'Oréal Paris Extraordinary Clay Shampoo,https://www.flipkart.com/order_details?order_id=OD122225117319480000&item_id=12222511731948000&unit_id=12222511731948000000,Delivered,120,"Jul 06, 2021",Shopping
OD122224883929878000,Himalaya Men Active Sport Face Wash,https://www.flipkart.com/order_details?order_id=OD122224883929878000&item_id=12222488392987800&unit_id=12222488392987800000,Refunded,150,,Shopping
OD122218925634540000,Thermon Super Deluxe(Multi-Colour) Non -...,https://www.flipkart.com/order_details?order_id=OD122218925634540000&item_id=12221892563454000&unit_id=12221892563454000000,Delivered,139,"Jul 07, 2021",Shopping
OD122210093182847000,Thermon Super Deluxe(Multi-Colour) Non -...,https://www.flipkart.com/order_details?order_id=OD122210093182847000&item_id=12221009318284700&unit_id=12221009318284700000,Refunded,139,,Shopping
OD122210007758508000,indulekha Bhringa Hair Oil,https://www.flipkart.com/order_details?order_id=OD122210007758508000&item_id=12221000775850800&unit_id=12221000775850800000,Delivered,345,"Jul 04, 2021",Shopping
OD122162108277543000,Mi SJV4154IN/SJV4116IN 1.2 m Micro USB C...,https://www.flipkart.com/order_details?order_id=OD122162108277543000&item_id=12216210827754300&unit_id=12216210827754300000,Refunded,229,,Shopping
OD122062291707651000,M7 By Metronaut Color Block Men Round Ne...,https://www.flipkart.com/order_details?order_id=OD122062291707651000&item_id=12206229170765100&unit_id=12206229170765100000,Delivered,244,"Jun 19, 2021",Shopping
OD122034286941549000,M7 By Metronaut Color Block Men Round Ne...,https://www.flipkart.com/order_details?order_id=OD122034286941549000&item_id=12203428694154900&unit_id=12203428694154900000,Cancelled,229,,Shopping
OD121950064694805000,"Hupshy Flip Cover for Realme 5, Realme 5...",https://www.flipkart.com/order_details?order_id=OD121950064694805000&item_id=12195006469480500&unit_id=12195006469480500000,Delivered,237,"Jun 06, 2021",Shopping
OD121938208449785000,"Hupshy Flip Cover for Realme 5, Realme 5...",https://www.flipkart.com/order_details?order_id=OD121938208449785000&item_id=12193820844978500&unit_id=12193820844978500000,Cancelled,249,,Shopping
OD121904748636926000,"LAHEJA Embellished, Geometric Print Band...",https://www.flipkart.com/order_details?order_id=OD121904748636926000&item_id=12190474863692600&unit_id=12190474863692600000,Delivered,503,"Jun 02, 2021",Shopping
OD121773449538315000,g fashion studio Solid Bollywood Poly Si...,https://www.flipkart.com/order_details?order_id=OD121773449538315000&item_id=12177344953831500&unit_id=12177344953831500000,Delivered,678,"May 15, 2021",Shopping
OD121759570861638000,FERRERO ROCHER Moments Box of 12 Units T...,https://www.flipkart.com/order_details?order_id=OD121759570861638000&item_id=12175957086163800&unit_id=12175957086163800000,Refunded,221,,Shopping
OD121644009757142000,NEXZONE Tempered Glass Guard for POCO M2...,https://www.flipkart.com/order_details?order_id=OD121644009757142000&item_id=12164400975714200&unit_id=12164400975714200000,Cancelled,136,,Shopping
OD121613328735366000,bhrigu International Solid Chanderi Poly...,https://www.flipkart.com/order_details?order_id=OD121613328735366000&item_id=12161332873536600&unit_id=12161332873536600000,Refunded,499,,Shopping
OD121430846412419000,"SAARA Animal Print, Geometric Print, Pri...",https://www.flipkart.com/order_details?order_id=OD121430846412419000&item_id=12143084641241900&unit_id=12143084641241900000,Delivered,319,"Apr 08, 2021",Shopping
OD121369263425968000,Oomph! Printed Madhubani Art Silk Saree,https://www.flipkart.com/order_details?order_id=OD121369263425968000&item_id=12136926342596800&unit_id=12136926342596800000,Refunded,399,,Shopping
OD121076785572500000,PTron Boom Duo Dual Driver Wired Headset,https://www.flipkart.com/order_details?order_id=OD121076785572500000&item_id=12107678557250000&unit_id=12107678557250000000,Cancelled,449,,Shopping
OD121074167541718000,Boult Audio Bassbuds X1 Wired Headset,https://www.flipkart.com/order_details?order_id=OD121074167541718000&item_id=12107416754171800&unit_id=12107416754171800000,Refunded,349,,Shopping
OD120823314305111000,Fabwomen Self Design Mysore Art Silk Sar...,https://www.flipkart.com/order_details?order_id=OD120823314305111000&item_id=12082331430511100&unit_id=12082331430511100000,Delivered,407,"Jan 27, 2021",Shopping
OD120818844531872000,Fabwomen Self Design Mysore Art Silk Sar...,https://www.flipkart.com/order_details?order_id=OD120818844531872000&item_id=12081884453187200&unit_id=12081884453187200000,Refunded,407,,Shopping
OD120756909099335000,"Fabwomen Printed Bhagalpuri Khadi Silk, ...",https://www.flipkart.com/order_details?order_id=OD120756909099335000&item_id=12075690909933500&unit_id=12075690909933500000,Refunded,341,,Shopping
OD120707316740132000,Aadi Casuals For Men,https://www.flipkart.com/order_details?order_id=OD120707316740132000&item_id=12070731674013200&unit_id=12070731674013200000,Delivered,436,"Jan 15, 2021",Shopping
OD120704430152980000,Hzisko High Tops For Men,https://www.flipkart.com/order_details?order_id=OD120704430152980000&item_id=12070443015298000&unit_id=12070443015298000000,Refunded,529,,Shopping
OD120670789387771000,Hzisko High Tops For Men,https://www.flipkart.com/order_details?order_id=OD120670789387771000&item_id=12067078938777100&unit_id=12067078938777100000,Refunded,509,,Shopping
OD120524646316183000,Faber-Castell 25 Erasable Plastic Crayon...,https://www.flipkart.com/order_details?order_id=OD120524646316183000&item_id=12052464631618300&unit_id=12052464631618300000,Cancelled,100,,Shopping
OD120524160768968000,Digiom Finger Sleeve For Game Pubg Free ...,https://www.flipkart.com/order_details?order_id=OD120524160768968000&item_id=12052416076896800&unit_id=12052416076896800000,Delivered,139,"Dec 24, 2020",Shopping
OD120338907559716000,"Pigeon Special Combo Pack 2 L, 3 L, 5 L ...",https://www.flipkart.com/order_details?order_id=OD120338907559716000&item_id=12033890755971600&unit_id=12033890755971600000,Cancelled,1549,,Shopping
OD120330660366620000,"INDICRAFT Back Cover for Poco M2 Pro, Mi...",https://www.flipkart.com/order_details?order_id=OD120330660366620000&item_id=12033066036662000&unit_id=12033066036662000000,Cancelled,254,,Shopping
OD120308387124605000,Asian Excel-14 Firozi Athleisure Sports ...,https://www.flipkart.com/order_details?order_id=OD120308387124605000&item_id=12030838712460500&unit_id=12030838712460500000,Delivered,499,"Nov 28, 2020",Shopping
OD120308350521587000,Asian Excel-14 Firozi Athleisure Sports ...,https://www.flipkart.com/order_details?order_id=OD120308350521587000&item_id=12030835052158700&unit_id=12030835052158700000,Cancelled,499,,Shopping
OD120231571344874000,Roadster Solid V Neck Casual Women Black...,https://www.flipkart.com/order_details?order_id=OD120231571344874000&item_id=12023157134487400&unit_id=12023157134487400000,Cancelled,674,,Shopping
OD120193141125938000,Guruh Homes 213.36 cm (7 ft) Polyester D...,https://www.flipkart.com/order_details?order_id=OD120193141125938000&item_id=12019314112593800&unit_id=12019314112593800000&share_token=SH20111111591672624789.38D3B1862D71460465CA88A603FE30C77D5A2E86,Delivered,386,"Nov 16, 2020",Shopping
OD120168161440613000,FUBAR Men Solid Casual Maroon Shirt,https://www.flipkart.com/order_details?order_id=OD120168161440613000&item_id=12016816144061300&unit_id=12016816144061300000,Cancelled,471,,Shopping
OD120168087729780000,FUBAR Men Solid Casual Maroon Shirt,https://www.flipkart.com/order_details?order_id=OD120168087729780000&item_id=12016808772978000&unit_id=12016808772978000000,Cancelled,471,,Shopping
OD120167337072030000,"Play Fast Back Cover for Poco M2 Pro, Mi...",https://www.flipkart.com/order_details?order_id=OD120167337072030000&item_id=12016733707203000&unit_id=12016733707203000000,Cancelled,149,,Shopping
OD120167256542562000,HANUMNTRA Men Printed Casual Blue Shirt,https://www.flipkart.com/order_details?order_id=OD120167256542562000&item_id=12016725654256200&unit_id=12016725654256200000,Delivered,449,"Nov 13, 2020",Shopping
OD120161554393709000,JAY SANIDEV ENTERPRISE Casual Full Sleev...,https://www.flipkart.com/order_details?order_id=OD120161554393709000&item_id=12016155439370900&unit_id=12016155439370900000&share_token=SH20110720161638608266.40BF642AA01CCAE1E2322101935F88E23E668508,Cancelled,359,,Shopping
OD120149587092461000,HANUMNTRA Men Printed Casual Blue Shirt,https://www.flipkart.com/order_details?order_id=OD120149587092461000&item_id=12014958709246100&unit_id=12014958709246100000,Cancelled,529,,Shopping
OD120149548149926000,VERO LIE Men Printed Casual Blue Shirt,https://www.flipkart.com/order_details?order_id=OD120149548149926000&item_id=12014954814992600&unit_id=12014954814992600000,Cancelled,567,,Shopping
OD120149025105662000,HANUMNTRA Men Printed Casual Blue Shirt,https://www.flipkart.com/order_details?order_id=OD120149025105662000&item_id=12014902510566200&unit_id=12014902510566200000,Cancelled,529,,Shopping
OD120133059537639000,"COBIERTAS Back Cover for Poco M2 Pro, Mi...",https://www.flipkart.com/order_details?order_id=OD120133059537639000&item_id=12013305953763900&unit_id=12013305953763900000,Cancelled,199,,Shopping
OD120091009529006000,BESTTALK Back Cover for Samsung Galaxy S...,https://www.flipkart.com/order_details?order_id=OD120091009529006000&item_id=12009100952900600&unit_id=12009100952900600000,Cancelled,149,,Shopping
OD120082138244173000,The Boo Boo Club Baby Boys & Baby Girls ...,https://www.flipkart.com/order_details?order_id=OD120082138244173000&item_id=12008213824417300&unit_id=12008213824417300000,Delivered,403,"Nov 05, 2020",Shopping
OD120081883691603000,Himalaya Ashvagandha,https://www.flipkart.com/order_details?order_id=OD120081883691603000&item_id=12008188369160300&unit_id=12008188369160300000,Delivered,120,"Nov 02, 2020",Shopping
OD119962200412472000,Asian Paints Extra Large Wall Sticker  S...,https://www.flipkart.com/order_details?order_id=OD119962200412472000&item_id=11996220041247200&unit_id=11996220041247200000,Delivered,75,"Oct 20, 2020",Shopping
OD119962023262142000,LooMantha Fridge Mat,https://www.flipkart.com/order_details?order_id=OD119962023262142000&item_id=11996202326214200&unit_id=11996202326214200000,Delivered,179,"Oct 19, 2020",Shopping
OD119962007071261000,Camlin 2 in 1 Geometry and Pencil Box Se...,https://www.flipkart.com/order_details?order_id=OD119962007071261000&item_id=11996200707126100&unit_id=11996200707126100000,Delivered,149,"Oct 20, 2020",Shopping
OD119961992180763000,Yellow Weaves Refrigerator  Cover,https://www.flipkart.com/order_details?order_id=OD119961992180763000&item_id=11996199218076300&unit_id=11996199218076300000,Cancelled,199,,Shopping
OD119960569619460000,LooMantha Fridge Mat,https://www.flipkart.com/order_details?order_id=OD119960569619460000&item_id=11996056961946000&unit_id=11996056961946000000,Cancelled,129,,Shopping
OD119960289898244000,LooMantha Fridge Mat,https://www.flipkart.com/order_details?order_id=OD119960289898244000&item_id=11996028989824400&unit_id=11996028989824400000,Cancelled,129,,Shopping
OD119960242580668000,KANUSHI Refrigerator  Cover,https://www.flipkart.com/order_details?order_id=OD119960242580668000&item_id=11996024258066800&unit_id=11996024258066800000,Cancelled,172,,Shopping
OD219796133033930000,Metronaut Typography Women Henley Neck W...,https://www.flipkart.com/order_details?order_id=OD219796133033930000&item_id=21979613303393000&unit_id=21979613303393000000&share_token=SH20092613123531334117.C705A23EC71D2CF11B4FA7D3B3BC57F010717ADF,Refunded,262,,Shopping
OD219795772647677000,Metronaut Printed Women Round Neck White...,https://www.flipkart.com/order_details?order_id=OD219795772647677000&item_id=21979577264767700&unit_id=21979577264767700000&share_token=SH20092612123600618798.CCE2FC35DB6855922C87467EA2C29895B9799156,Cancelled,263,,Shopping
OD119583500676962000,YBT FIXER WITH FACE PRIMER,https://www.flipkart.com/order_details?order_id=OD119583500676962000&item_id=11958350067696200&unit_id=11958350067696200000,Delivered,212,"Sep 06, 2020",Shopping
OD117143970951977000,Lakme 9 to 5 Complexion Care Face Cream ...,https://www.flipkart.com/order_details?order_id=OD117143970951977000&item_id=11714397095197700&unit_id=11714397095197700000&share_token=SH19112414045862932852.5D910255F3EC6F0EE775B8D4E719C39E7FD7C86A,Delivered,210,"Nov 26, 2019",Shopping
OD115563353378372000,Khadi Natural Neem andTulsi  Face Wash,https://www.flipkart.com/order_details?order_id=OD115563353378372000&item_id=11556335337837200&unit_id=11556335337837200000,Cancelled,175,,Shopping
OD115563108834768000,Khadi Natural Herbal Neem & Tulsi  Face ...,https://www.flipkart.com/order_details?order_id=OD115563108834768000&item_id=11556310883476800&unit_id=11556310883476800000,Cancelled,179,,Shopping
